1.868969	2.524143	xuong
2.551730	2.958627	len
2.958627	3.510352	ban
3.696560	4.255181	trai
4.255181	4.758631	len
4.758631	5.310356	B
5.310356	5.758633	xuong
5.758633	6.241392	xuong
6.241392	6.717256	phai
6.717256	7.227601	nhay
7.751740	8.365535	sil
9.482779	10.006918	len
10.006918	10.482781	xuong
10.482781	10.965540	phai
10.965540	11.462093	ban
11.462093	12.131060	B
12.131060	12.634509	phai
12.662096	13.165545	xuong
13.165545	13.613822	phai
13.613822	14.220720	len
14.220720	14.710376	B
14.793135	15.241411	sil
16.324172	16.924174	nhay
16.924174	17.448313	ban
17.475899	18.013831	xuong
18.048314	18.565556	phai
18.634522	19.213834	B
19.213834	19.703490	ban
19.779352	20.317284	xuong
20.517285	21.151769	ban
21.600045	22.296599	ban
22.296599	22.882807	nhay
24.372465	24.675914	sil
24.820742	25.255226	phai
25.255226	25.793158	trai
25.793158	26.165572	A
26.165572	26.710401	A
26.710401	27.131092	phai
27.131092	27.765576	trai
27.882817	28.303508	len
28.303508	28.682819	nhay
28.682819	29.089716	xuong
29.089716	29.551786	len
29.986270	30.537995	sil
32.096619	32.600069	A
32.600069	33.234553	A
33.427657	34.055244	len
34.055244	34.627659	B
34.627659	35.069039	nhay
35.165591	35.772489	A
35.772489	36.296628	B
36.296628	36.827664	xuong
37.165595	37.544907	phai
37.544907	38.110425	ban
40.324223	41.200087	sil
41.475949	42.020778	A
42.020778	42.579400	trai
42.579400	43.117332	trai
43.117332	43.710437	A
43.744920	44.206990	phai
44.206990	44.675956	nhay
44.738025	45.131130	xuong
45.158716	45.593199	B
45.606993	45.993200	phai
45.993200	46.558719	len
48.565620	49.041483	sil
49.041483	49.572518	A
49.572518	49.944933	phai
49.944933	50.572520	B
50.613900	51.158728	nhay
51.158728	51.551833	trai
51.551833	51.924247	ban
51.924247	52.400110	nhay
52.400110	52.896663	phai
52.979422	53.482871	B
53.482871	54.062183	B
54.434597	54.772529	sil
56.213911	56.696671	phai
56.696671	57.179431	phai
57.179431	57.669087	nhay
57.800122	58.289778	B
58.289778	58.807020	A
59.131159	59.710471	xuong
59.710471	60.138058	B
60.138058	60.613921	len
60.613921	61.069094	trai
61.069094	61.607026	len
61.779440	62.151855	sil
63.696686	64.255308	B
64.255308	64.724274	ban
64.724274	65.207034	phai
65.207034	65.751863	phai
65.772552	66.193243	ban
66.193243	66.620830	nhay
66.696692	67.303590	ban
67.303590	67.738074	ban
67.738074	68.262213	B
68.262213	68.827731	len
72.000152	72.703601	B
72.731188	73.248430	nhay
73.531189	74.207053	nhay
74.234639	74.772571	trai
74.772571	75.317400	ban
75.544987	76.020850	trai
76.020850	76.496713	A
76.538092	77.000162	len
77.000162	77.372577	len
77.372577	78.131199	ban
80.103617	80.662239	ban
80.662239	81.365689	len
81.393275	81.876034	A
81.876034	82.338104	B
82.400174	82.841554	trai
82.841554	83.545003	xuong
83.586383	84.062246	B
84.062246	84.565695	ban
84.648454	85.213973	A
85.213973	85.696732	nhay
85.876043	86.358803	sil
87.386391	87.745012	sil
87.924323	88.572600	trai
88.572600	89.117429	trai
89.145015	89.641568	B
89.641568	90.124328	nhay
90.124328	90.613984	B
90.613984	91.227778	B
91.227778	91.731228	len
91.731228	92.393298	phai
92.779506	93.241576	trai
93.241576	93.745025	ban
94.110543	94.634682	sil
