0.000000	0.177684	sil
0.177684	0.631345	ban
0.771224	1.436593	nhay
1.474398	2.113304	B
2.094401	2.790014	phai
2.850503	3.580140	trai
3.670873	4.192583	ban
4.226607	4.869294	phai
4.903318	5.580029	xuong
5.580029	5.886250	sil
5.886250	6.460887	A
6.581863	7.156500	A
7.171622	7.545893	sil
7.545893	8.196140	B
8.196140	8.903095	xuong
8.963583	9.572245	len
9.625172	10.203589	B
10.377493	10.944569	len
10.989935	11.662865	xuong
11.836769	12.415186	B
12.562626	13.095678	nhay
13.190190	13.806413	B
13.855560	14.426416	A
14.460441	15.137152	sil
15.167396	15.757155	phai
15.757155	16.358255	len
16.437646	17.038747	nhay
17.095454	17.764604	trai
17.836434	18.290095	nhay
18.377046	18.944122	phai
19.189855	19.794737	len
19.821200	20.259739	nhay
20.335349	21.023402	xuong
21.151939	21.779503	A
21.779503	22.270969	sil
22.252066	22.921216	len
22.921216	23.522317	nhay
23.552561	24.108296	ban
24.134759	24.682933	ban
24.716957	25.234887	ban
25.329399	25.956964	phai
25.987208	26.463552	ban
26.463552	27.144043	xuong
27.242336	27.779168	B
27.816973	28.312220	B
28.342464	29.022955	sil
29.022955	29.627836	B
29.627836	30.259181	B
30.259181	30.845160	trai
30.845160	31.374431	nhay
31.514310	32.126752	A
32.126752	32.659803	len
32.701389	33.279806	nhay
33.279806	33.854444	len
33.820419	34.508471	len
34.485788	35.030181	len
35.030181	35.820307	sil
35.820307	36.478116	xuong
36.478116	37.147266	xuong
37.317388	37.941172	A
37.907147	38.500687	ban
38.602761	39.260569	nhay
39.298374	39.778499	ban
39.801182	40.485454	len
40.523259	40.980700	ban
40.980700	41.695216	xuong
41.714118	42.300097	B
42.262292	42.833149	sil
42.833149	43.487176	trai
43.487176	44.103399	len
44.126082	44.670475	B
44.670475	45.282917	xuong
45.350967	45.944506	ban
45.944506	46.522924	A
46.553168	47.063536	trai
47.063536	47.641954	phai
47.641954	48.227933	phai
48.246835	48.670252	ban
48.730740	49.354524	sil
49.354524	49.951844	nhay
49.970747	50.598311	B
50.568067	51.172948	trai
51.172948	51.826976	xuong
51.857220	52.450759	phai
52.428076	52.991372	phai
53.180397	53.736132	B
53.841986	54.337233	ban
54.446867	54.949675	nhay
55.051748	55.516751	ban
55.516751	56.076266	sil
56.098949	56.734074	phai
56.734074	57.418346	trai
57.418346	57.951398	nhay
57.951398	58.509254	len
58.509254	59.006096	len
59.138635	59.865011	phai
59.949271	60.588482	A
60.611726	61.140528	nhay
61.285803	61.858187	A
61.834943	62.375367	len
62.389895	62.892547	sil
62.892547	63.627640	xuong
63.647978	64.197118	ban
64.185496	64.865384	trai
64.879912	65.492973	nhay
65.516217	66.094413	B
66.152523	66.765584	ban
66.791734	67.274048	A
67.314725	67.945219	nhay
67.945219	68.575713	len
68.575713	69.098704	nhay
69.098704	69.964545	sil
69.979072	70.571795	phai
70.597945	71.306888	xuong
71.397447	71.934235	A
71.971576	72.597051	A
72.625057	73.185184	nhay
73.208522	73.866671	A
73.866671	74.524819	trai
74.524819	75.112952	ban
75.112952	75.519044	A
75.617066	76.233205	nhay
76.233205	76.695309	sil
76.695309	77.498157	xuong
77.540166	78.123631	B
78.104961	78.735103	B
78.711764	79.365245	A
79.365245	79.916036	phai
79.916036	80.611526	xuong
80.611526	81.204327	trai
81.237001	81.787792	nhay
81.787792	82.464611	phai
82.403931	82.954722	nhay
82.954722	83.584864	sil
83.584864	84.355038	xuong
84.355038	84.971177	B
84.971177	85.540639	B
85.559310	86.133439	ban
86.152110	86.772917	B
86.772917	87.239689	len
87.333043	87.991192	phai
87.991192	88.611998	A
88.611998	89.139451	ban
89.139451	89.718248	B
89.718248	90.217694	sil
90.217694	90.712473	B
90.777821	91.403295	xuong
91.454640	92.047440	nhay
92.084782	92.630905	nhay
92.630905	93.331064	xuong
93.377741	93.993880	A
93.993880	94.568009	trai
94.544671	95.221490	trai
95.221490	95.758278	ban
95.758278	96.304401	nhay
96.304401	96.892534	sil
96.892534	97.494670	B
97.494670	98.092138	A
98.092138	98.703609	phai
98.661600	99.324416	xuong
99.389764	100.005903	nhay
100.005903	100.556694	nhay
100.594036	101.186836	phai
101.168166	101.812311	trai
101.812311	102.325760	trai
102.325760	102.974573	phai
102.974573	104.790316	sil
104.790316	105.476471	nhay
105.551155	106.148623	A
106.148623	106.778765	nhay
106.797436	107.371566	B
107.371566	108.076391	xuong
108.076391	108.622515	ban
108.664524	109.247989	B
109.247989	109.817451	len
109.817451	110.540948	trai
110.540948	111.157087	A
111.157087	111.805900	sil
111.805900	112.496722	trai
112.496722	113.028842	len
113.005504	113.677655	phai
113.677655	114.415155	xuong
114.415155	115.101310	len
115.101310	115.726785	B
115.726785	116.263572	nhay
116.263572	116.940392	len
116.940392	117.551863	phai
117.551863	118.186673	A
118.186673	118.718793	sil
118.718793	119.456293	xuong
119.456293	120.095771	nhay
120.095771	120.693239	nhay
120.665232	121.332716	nhay
121.384061	121.958191	A
121.981530	122.649013	len
122.649013	123.269820	B
123.269820	123.918633	A
123.918633	124.506766	B
124.530105	125.160247	trai
125.160247	125.823063	sil
125.795057	126.415864	nhay
126.415864	126.989993	nhay
126.971322	127.680816	xuong
127.750832	128.385641	A
128.362303	128.889755	nhay
128.936432	129.580578	trai
129.580578	130.103362	nhay
130.066021	130.756843	xuong
130.756843	131.382318	trai
131.382318	131.858425	ban
131.858425	132.507238	sil
132.507238	133.212064	phai
133.212064	133.748852	ban
133.748852	134.262301	len
134.262301	134.915782	len
134.915782	135.517918	len
135.629943	136.236747	A
136.255418	136.838883	ban
136.838883	137.422348	B
137.422348	137.898455	len
138.024484	138.617284	A
138.645290	139.690860	sil
139.690860	140.218312	ban
140.218312	140.843786	ban
140.843786	141.497267	len
141.497267	142.034055	ban
142.015384	142.519498	ban
142.519498	143.228991	xuong
143.345684	143.952488	A
143.952488	144.526618	B
144.526618	145.105415	trai
145.086744	145.651538	B
145.651538	146.164987	sil
146.164987	146.687772	nhay
146.664433	147.415936	xuong
147.378595	147.980730	trai
147.980730	148.517518	B
148.517518	149.194338	phai
149.161664	149.712455	trai
149.745129	150.398610	phai
150.426616	151.052090	len
151.052090	151.560872	nhay
151.560872	152.120998	B
152.120998	152.625112	sil
152.625112	153.306599	phai
153.306599	153.844165	nhay
153.844165	154.501240	nhay
154.527374	155.016447	ban
155.122002	155.622275	A
155.622275	156.156149	xuong
156.156149	156.839358	xuong
156.858024	157.533767	trai
157.533767	158.026573	ban
158.026573	158.552980	ban
158.552980	159.314590	sil
159.314590	159.982865	B
159.982865	160.505538	nhay
160.505538	161.218614	trai
161.218614	161.763688	ban
161.778621	162.353562	trai
162.353562	163.036771	xuong
163.036771	163.439976	len
163.439976	163.865582	sil
163.865582	164.522657	A
164.522657	165.075197	nhay
165.093864	165.661338	B
165.683738	166.400548	sil
166.400548	167.098690	trai
167.098690	167.677364	B
167.677364	168.349373	xuong
168.424040	168.987781	A
168.957914	169.644856	phai
169.626189	170.238464	len
170.238464	170.899272	phai
