0.000000	0.189025	sil
0.189025	0.797687	phai
0.952688	1.572691	A
1.652082	2.185133	ban
2.245621	2.790014	nhay
2.888308	3.466725	len
3.466725	3.659531	sil
3.659531	4.162339	B
4.162339	4.347583	sil
4.347583	4.895757	phai
4.895757	5.156612	sil
5.156612	5.803079	B
5.833323	6.336130	B
6.336130	6.487351	sil
6.487351	6.986378	nhay
6.986378	7.375770	sil
7.375770	7.984432	xuong
8.014676	8.714070	trai
8.714070	9.205535	nhay
9.394561	9.833100	ban
9.833100	10.105296	sil
10.105296	10.574079	len
10.668592	11.262131	xuong
11.345303	11.946403	xuong
11.946403	12.214819	sil
12.214819	12.732749	nhay
12.853725	13.500192	phai
13.572021	14.150439	trai
14.150439	14.536051	sil
14.536051	15.137152	trai
15.171176	15.787399	phai
15.942400	16.532159	len
16.687160	17.212650	B
17.322285	17.961191	trai
18.021679	18.532047	ban
18.615218	19.140709	nhay
19.239002	19.685102	ban
19.756932	20.418520	xuong
20.456325	20.887303	ban
20.909986	21.503526	sil
21.488404	22.085724	A
22.108407	22.758654	trai
22.804021	23.367316	B
23.446707	24.062929	B
24.112076	24.679152	B
24.788787	25.272692	B
25.525986	26.244282	xuong
26.285868	26.826480	ban
26.943676	27.389776	nhay
27.469167	28.138316	xuong
28.138316	28.455879	sil
28.455879	29.208200	xuong
29.249786	29.767715	ban
29.767715	29.952960	sil
29.952960	30.527597	B
30.527597	31.124917	B
31.249674	31.854555	phai
31.990653	32.587974	len
32.731633	33.317612	A
33.374319	33.956517	trai
34.028347	34.602984	phai
34.739082	35.294817	A
35.294817	36.096284	sil
36.096284	36.716288	phai
36.761654	37.415682	nhay
37.457267	38.069709	A
38.111295	38.723737	phai
38.791786	39.324838	nhay
39.426911	39.891914	phai
39.975085	40.579966	phai
40.640454	41.358751	xuong
41.373873	41.861558	nhay
41.959851	42.477781	nhay
42.504244	42.954125	sil
42.939003	43.555226	B
43.577909	44.031569	ban
44.031569	44.806573	xuong
44.844379	45.449260	A
45.490845	45.989872	ban
46.042799	46.609875	phai
46.696827	47.377318	trai
47.418904	47.895248	ban
47.933053	48.583300	phai
48.658910	49.203304	B
49.203304	49.649403	sil
49.649403	50.307212	nhay
50.307212	50.881849	len
50.881849	51.452705	phai
51.479169	52.182343	phai
52.220148	52.855274	len
52.870396	53.509301	trai
53.603814	54.110402	nhay
54.212476	54.806015	phai
54.911870	55.422238	B
55.403336	56.076266	xuong
56.076266	56.628220	sil
56.628220	57.157491	len
57.346516	57.955178	phai
57.955178	58.609206	nhay
58.696158	59.274575	A
59.338844	59.962628	trai
60.045799	60.620436	B
60.639338	61.331171	phai
61.331171	62.023004	trai
62.087273	62.646788	len
62.692154	63.198742	len
63.228986	63.777159	sil
63.792282	64.446309	trai
64.472773	65.043629	A
65.028507	65.686316	xuong
65.780828	66.260953	len
66.457539	66.933883	ban
66.933883	67.682424	xuong
67.814741	68.302427	phai
68.378037	69.035845	trai
69.103894	69.652068	len
69.636946	70.241827	len
70.241827	71.202076	sil
71.217198	71.890128	nhay
71.946836	72.657571	B
72.657571	73.239769	B
73.300258	73.935383	A
73.961846	74.506239	B
74.710387	75.273682	nhay
